1s: 2, -3.1486434016052171501e+03
2s: 2, -5.4438572479267395465e+02
3s: 2, -1.4005359886660266966e+02
4s: 2, -3.9820650279314740771e+01
5s: 2, -1.3213029407712793883e+01
2p: 6, -5.2588453795322095630e+02
3p: 6, -1.3100850415389871273e+02
4p: 6, -3.5770076722280506942e+01
5p: 6, -1.1630650287457877212e+01
3d: 10, -1.1390381782188865145e+02
4d: 10, -2.8224233219343872747e+01
5d: 10, -8.8533739795128223449e+00
4f: 14, -1.7930395633809368405e+01
5f: 7, -5.5852523194349483759e+00
-2.2682005698406781448e+04
