1s: 2, -3.7070321204546798981e+03
2s: 2, -6.4731161002749865929e+02
3s: 2, -1.6549873217291474248e+02
4s: 2, -4.3551535453791281327e+01
5s: 2, -1.0872370673571717603e+01
6s: 2, -2.6182910209563101667e+00
2p: 6, -6.2712752561991419498e+02
3p: 6, -1.5548502550638536945e+02
4p: 6, -3.8886486768424930460e+01
5p: 6, -9.0363221531641002571e+00
6p: 6, -2.0416797701204751903e+00
3d: 10, -1.3664133160595676486e+02
4d: 10, -3.0148206772155546673e+01
5d: 10, -5.8089643352117299457e+00
4f: 14, -1.7996097428320947387e+01
5f: 6, -2.0183275322835658727e+00
-2.5953579263085870480e+04
