1s: 2, -5.4712359158576764457e+03
2s: 2, -9.9235231185465761428e+02
3s: 2, -2.7080204662452024422e+02
4s: 2, -7.9785599594709353255e+01
5s: 2, -2.3357092129588558294e+01
6s: 2, -6.9894814057151553044e+00
2p: 6, -9.6700001092495585908e+02
3p: 6, -2.5767646591295363123e+02
4p: 6, -7.3285862996918623935e+01
5p: 6, -2.0486941577262712144e+01
6p: 6, -5.8912309804169069594e+00
3d: 10, -2.3291267624016492732e+02
4d: 10, -6.0987824015170289726e+01
5d: 10, -1.5228755104416793031e+01
6d: 10, -4.0076850815145110829e+00
4f: 14, -4.3601067742114793191e+01
5f: 14, -8.4132534041483353349e+00
-4.1022038412189445808e+04
