1s: 2, -2.7023535844744146743e+03
2s: 2, -4.5872568484568716940e+02
3s: 2, -1.1431844030465973105e+02
4s: 2, -3.1022271847225020736e+01
5s: 2, -9.9882494645959312152e+00
6s: 1, -3.9335017409166868063e+00
2p: 6, -4.4179810026752022623e+02
3p: 6, -1.0618895509763937923e+02
4p: 6, -2.7491168448542246949e+01
5p: 6, -8.6768780500919913123e+00
3d: 10, -9.0819533056069872146e+01
4d: 10, -2.0948677632713557983e+01
5d: 10, -6.4166744736251626335e+00
4f: 14, -1.2136784370659301047e+01
-1.8942080332521614764e+04
