5,3.9038087630595474931e-01,4.5356489743480921106e-01
10,2.7979763013513792025e-01,4.8065930149876867628e-02
15,1.9392267763297671435e-01,1.7513478150496475383e-02
20,1.3018761320663058134e-01,6.9961918895993235878e-03
25,8.4880120992752217113e-02,1.4159862703994052779e-03
30,5.4044229321980497005e-02,2.1531852637179937915e-04
35,3.3875238278376962331e-02,5.3505497794759104835e-05
40,2.1095594341998480381e-02,1.9917824559623209524e-05
45,1.3166841396185124946e-02,8.0631752484294771932e-06
50,8.2958956453953458521e-03,3.6944371112346274799e-06
55,5.3033823046713668425e-03,1.8780667089823843696e-06
60,3.4507905683207051872e-03,1.0283865826132831955e-06
65,2.2890208479777185424e-03,5.9757900061629953825e-07
70,1.5486348944296346453e-03,3.6439960343637167739e-07
75,1.0683094597228048883e-03,2.3127036752335072833e-07
80,7.5089049270943286629e-04,1.5181579438028336426e-07
85,5.3722917995685515180e-04,1.0258067711932383759e-07
90,3.9080968735905052824e-04,7.1071680374235057798e-08
95,2.8873389677397387487e-04,5.0333906209676371191e-08
100,2.1640573580417044042e-04,3.6345429998974054797e-08
