1s: 2, -3.5469294046297336536e+03
2s: 2, -6.2155508477979003601e+02
3s: 2, -1.6358917611299955297e+02
4s: 2, -4.8092950882299682291e+01
5s: 2, -1.6446011233010121799e+01
2p: 6, -6.0173202944486013166e+02
3p: 6, -1.5376267579460838419e+02
4p: 6, -4.3597867711079352659e+01
5p: 6, -1.4631197538071353037e+01
3d: 10, -1.3517282505192088138e+02
4d: 10, -3.5194938543973790956e+01
5d: 10, -1.1409810816747349094e+01
4f: 14, -2.3646977154689714951e+01
5f: 12, -7.5128900289566749038e+00
-2.6127575955965014145e+04
