1s: 2, -3.5387127058697988105e+03
2s: 2, -6.1278617849761940306e+02
3s: 2, -1.5362619767031353035e+02
4s: 2, -3.8352009813216014322e+01
5s: 2, -8.3587517987234960515e+00
6s: 2, -1.4131212491663074360e+00
2p: 6, -5.9310545573300373690e+02
3p: 6, -1.4390268979603143862e+02
4p: 6, -3.3865231903137889446e+01
5p: 6, -6.6476487141131794800e+00
6p: 6, -9.3640678902501661707e-01
3d: 10, -1.2559054562498036489e+02
4d: 10, -2.5461887256417703895e+01
5d: 10, -3.6680675203122725669e+00
4f: 14, -1.3805553405276155488e+01
5f: 3, -4.3432207271158346229e-01
-2.4376197079612789821e+04
