1s: 2, -3.8769410230338962720e+03
2s: 2, -6.8043375535221275641e+02
3s: 2, -1.7550993025676828552e+02
4s: 2, -4.6940311386293444684e+01
5s: 2, -1.1871982230606198172e+01
6s: 2, -3.0154014501987367325e+00
2p: 6, -6.5974229979118774736e+02
3p: 6, -1.6519296566972317919e+02
4p: 6, -4.2093341583321027599e+01
5p: 6, -9.9393255916800207217e+00
3d: 10, -1.4578053441506980903e+02
4d: 10, -3.3002604924123907892e+01
5d: 10, -6.5247544853922221364e+00
4f: 14, -2.0332043598422526287e+01
5f: 13, -2.5010551880564264593e+00
-2.7393430502184713987e+04
