1s: 2, -3.2263894915037462852e+03
2s: 2, -5.5940656375422258861e+02
3s: 2, -1.4461763696743403784e+02
4s: 2, -4.1417363908948651385e+01
5s: 2, -1.3831494973175084695e+01
2p: 6, -5.4064164386708137044e+02
3p: 6, -1.3541749332943840045e+02
4p: 6, -3.7278747977395383373e+01
5p: 6, -1.2203108218085231940e+01
3d: 10, -1.1801835008101231494e+02
4d: 10, -2.9563062297548558632e+01
5d: 10, -9.3379592688688699553e+00
4f: 14, -1.9020151080928346943e+01
5f: 8, -5.9459478058580081949e+00
-2.3346733955436055112e+04
