1s: 2, -3.3769246623525550604e+03
2s: 2, -5.8168052661025922134e+02
3s: 2, -1.4438920699429687033e+02
4s: 2, -3.5275917982221947966e+01
5s: 2, -7.3800794150942632399e+00
6s: 2, -1.1732892002849695245e+00
2p: 6, -5.6253083099403932010e+02
3p: 6, -1.3497825705710491206e+02
4p: 6, -3.0971959116401663437e+01
5p: 6, -5.7749735316626109594e+00
6p: 6, -7.5630594921606975056e-01
3d: 10, -1.1725834420564534355e+02
4d: 10, -2.2924289147848920578e+01
5d: 10, -3.0074336209139831411e+00
6d: 1, -2.1079299512636748282e-01
4f: 14, -1.1800006302977463335e+01
-2.3041346765223803231e+04
