1s: 2, -4.5892225622261921671e+03
2s: 2, -8.1630540641076447628e+02
3s: 2, -2.1462466247933167551e+02
4s: 2, -5.8810010987520143999e+01
5s: 2, -1.5181998436933506369e+01
6s: 2, -3.8225802328296198951e+00
2p: 6, -7.9340785196594947593e+02
3p: 6, -2.0296848068551000210e+02
4p: 6, -5.3188446346044287338e+01
5p: 6, -1.2845371965456775953e+01
6p: 6, -3.0296971968721044810e+00
3d: 10, -1.8098309008241815832e+02
4d: 10, -4.2578914239782470474e+01
5d: 10, -8.6383291865414388866e+00
6d: 1, -1.7462453322376476628e+00
4f: 14, -2.7645626144075581720e+01
5f: 14, -3.5040262962384880474e+00
-3.3248907672161527444e+04
