-1.0000000000000000000e+00,-nan
-9.9899949974987489743e-01,-nan
-9.9799899949974990587e-01,-nan
-9.9699849924962480330e-01,-nan
-9.9599799899949970072e-01,-nan
-9.9499749874937470917e-01,-nan
-9.9399699849924960660e-01,-nan
-9.9299649824912461504e-01,-nan
-9.9199599799899951247e-01,-nan
-9.9099549774887440989e-01,-nan
-9.8999499749874941834e-01,-nan
-9.8899449724862431577e-01,-nan
-9.8799399699849921319e-01,-nan
-9.8699349674837422164e-01,-nan
-9.8599299649824911906e-01,-nan
-9.8499249624812401649e-01,-nan
-9.8399199599799902494e-01,-nan
-9.8299149574787392236e-01,-nan
-9.8199099549774881979e-01,-nan
-9.8099049524762382823e-01,-nan
-9.7998999499749872566e-01,-nan
-9.7898949474737373411e-01,-nan
-9.7798899449724863153e-01,-nan
-9.7698849424712352896e-01,-nan
-9.7598799399699853740e-01,-nan
-9.7498749374687343483e-01,-nan
-9.7398699349674833226e-01,-nan
-9.7298649324662334070e-01,-nan
-9.7198599299649823813e-01,-nan
-9.7098549274637313555e-01,-nan
-9.6998499249624814400e-01,-nan
-9.6898449224612304143e-01,-nan
-9.6798399199599804987e-01,-nan
-9.6698349174587294730e-01,-nan
-9.6598299149574784472e-01,-nan
-9.6498249124562285317e-01,-nan
-9.6398199099549775060e-01,-nan
-9.6298149074537264802e-01,-nan
-9.6198099049524765647e-01,-nan
-9.6098049024512255389e-01,-nan
-9.5997998999499745132e-01,-nan
-9.5897948974487245977e-01,-nan
-9.5797898949474735719e-01,-nan
-9.5697848924462236564e-01,-nan
-9.5597798899449726306e-01,-nan
-9.5497748874437216049e-01,-nan
-9.5397698849424716894e-01,-nan
-9.5297648824412206636e-01,-nan
-9.5197598799399696379e-01,-nan
-9.5097548774387197223e-01,-nan
-9.4997498749374686966e-01,-nan
-9.4897448724362176709e-01,-nan
-9.4797398699349677553e-01,-nan
-9.4697348674337167296e-01,-nan
-9.4597298649324668141e-01,-nan
-9.4497248624312157883e-01,-nan
-9.4397198599299647626e-01,-nan
-9.4297148574287148470e-01,-nan
-9.4197098549274638213e-01,-nan
-9.4097048524262127955e-01,-nan
-9.3996998499249628800e-01,-nan
-9.3896948474237118543e-01,-nan
-9.3796898449224608285e-01,-nan
-9.3696848424212109130e-01,-nan
-9.3596798399199598872e-01,-nan
-9.3496748374187088615e-01,-nan
-9.3396698349174589460e-01,-nan
-9.3296648324162079202e-01,-nan
-9.3196598299149580047e-01,-nan
-9.3096548274137069789e-01,-nan
-9.2996498249124559532e-01,-nan
-9.2896448224112060377e-01,-nan
-9.2796398199099550119e-01,-nan
-9.2696348174087039862e-01,-nan
-9.2596298149074540706e-01,-nan
-9.2496248124062030449e-01,-nan
-9.2396198099049531294e-01,-nan
-9.2296148074037021036e-01,-nan
-9.2196098049024510779e-01,-nan
-9.2096048024012011624e-01,-nan
-9.1995997998999501366e-01,-nan
-9.1895947973986991109e-01,-nan
-9.1795897948974491953e-01,-nan
-9.1695847923961981696e-01,-nan
-9.1595797898949471438e-01,-nan
-9.1495747873936972283e-01,-nan
-9.1395697848924462026e-01,-nan
-9.1295647823911951768e-01,-nan
-9.1195597798899452613e-01,-nan
-9.1095547773886942355e-01,-nan
-9.0995497748874432098e-01,-nan
-9.0895447723861932943e-01,-nan
-9.0795397698849422685e-01,-nan
-9.0695347673836923530e-01,-nan
-9.0595297648824413272e-01,-nan
-9.0495247623811903015e-01,-nan
-9.0395197598799403860e-01,-nan
-9.0295147573786893602e-01,-nan
-9.0195097548774383345e-01,-nan
-9.0095047523761884189e-01,-nan
-8.9994997498749373932e-01,-nan
-8.9894947473736874777e-01,-nan
-8.9794897448724364519e-01,-nan
-8.9694847423711854262e-01,-nan
-8.9594797398699355107e-01,-nan
-8.9494747373686844849e-01,-nan
-8.9394697348674334592e-01,-nan
-8.9294647323661835436e-01,-nan
-8.9194597298649325179e-01,-nan
-8.9094547273636814921e-01,-nan
-8.8994497248624315766e-01,-nan
-8.8894447223611805509e-01,-nan
-8.8794397198599295251e-01,-nan
-8.8694347173586796096e-01,-nan
-8.8594297148574285838e-01,-nan
-8.8494247123561775581e-01,-nan
-8.8394197098549276426e-01,-nan
-8.8294147073536766168e-01,-nan
-8.8194097048524267013e-01,-nan
-8.8094047023511756755e-01,-nan
-8.7993996998499246498e-01,-nan
-8.7893946973486747343e-01,-nan
-8.7793896948474237085e-01,-nan
-8.7693846923461737930e-01,-nan
-8.7593796898449227673e-01,-nan
-8.7493746873436717415e-01,-nan
-8.7393696848424218260e-01,-nan
-8.7293646823411708002e-01,-nan
-8.7193596798399197745e-01,-nan
-8.7093546773386698590e-01,-nan
-8.6993496748374188332e-01,-nan
-8.6893446723361678075e-01,-nan
-8.6793396698349178919e-01,-nan
-8.6693346673336668662e-01,-nan
-8.6593296648324158404e-01,-nan
-8.6493246623311659249e-01,-nan
-8.6393196598299148992e-01,-nan
-8.6293146573286638734e-01,-nan
-8.6193096548274139579e-01,-nan
-8.6093046523261629321e-01,-nan
-8.5992996498249119064e-01,-nan
-8.5892946473236619909e-01,-nan
-8.5792896448224109651e-01,-nan
-8.5692846423211610496e-01,-nan
-8.5592796398199100238e-01,-nan
-8.5492746373186601083e-01,-nan
-8.5392696348174090826e-01,-nan
-8.5292646323161580568e-01,-nan
-8.5192596298149081413e-01,-nan
-8.5092546273136571156e-01,-nan
-8.4992496248124060898e-01,-nan
-8.4892446223111561743e-01,-nan
-8.4792396198099051485e-01,-nan
-8.4692346173086541228e-01,-nan
-8.4592296148074042073e-01,-nan
-8.4492246123061531815e-01,-nan
-8.4392196098049021558e-01,-nan
-8.4292146073036522402e-01,-nan
-8.4192096048024012145e-01,-nan
-8.4092046023011501887e-01,-nan
-8.3991995997999002732e-01,-nan
-8.3891945972986492475e-01,-nan
-8.3791895947973982217e-01,-nan
-8.3691845922961483062e-01,-nan
-8.3591795897948972804e-01,-nan
-8.3491745872936462547e-01,-nan
-8.3391695847923963392e-01,-nan
-8.3291645822911453134e-01,-nan
-8.3191595797898953979e-01,-nan
-8.3091545772886443721e-01,-nan
-8.2991495747873944566e-01,-nan
-8.2891445722861434309e-01,-nan
-8.2791395697848924051e-01,-nan
-8.2691345672836424896e-01,-nan
-8.2591295647823914639e-01,-nan
-8.2491245622811404381e-01,-nan
-8.2391195597798905226e-01,-nan
-8.2291145572786394968e-01,-nan
-8.2191095547773884711e-01,-nan
-8.2091045522761385556e-01,-nan
-8.1990995497748875298e-01,-nan
-8.1890945472736365041e-01,-nan
-8.1790895447723865885e-01,-nan
-8.1690845422711355628e-01,-nan
-8.1590795397698845370e-01,-nan
-8.1490745372686346215e-01,-nan
-8.1390695347673835958e-01,-nan
-8.1290645322661325700e-01,-nan
-8.1190595297648826545e-01,-nan
-8.1090545272636316287e-01,-nan
-8.0990495247623817132e-01,-nan
-8.0890445222611306875e-01,-nan
-8.0790395197598807719e-01,-nan
-8.0690345172586297462e-01,-nan
-8.0590295147573787204e-01,-nan
-8.0490245122561288049e-01,-nan
-8.0390195097548777792e-01,-nan
-8.0290145072536267534e-01,-nan
-8.0190095047523768379e-01,-nan
-8.0090045022511258122e-01,-nan
-7.9989994997498747864e-01,-nan
-7.9889944972486248709e-01,-nan
-7.9789894947473738451e-01,-nan
-7.9689844922461228194e-01,-nan
-7.9589794897448729039e-01,-nan
-7.9489744872436218781e-01,-nan
-7.9389694847423708524e-01,-nan
-7.9289644822411209368e-01,-nan
-7.9189594797398699111e-01,-nan
-7.9089544772386188853e-01,-nan
-7.8989494747373689698e-01,-nan
-7.8889444722361179441e-01,-nan
-7.8789394697348669183e-01,-nan
-7.8689344672336170028e-01,-nan
-7.8589294647323659770e-01,-nan
-7.8489244622311160615e-01,-nan
-7.8389194597298650358e-01,-nan
-7.8289144572286151202e-01,-nan
-7.8189094547273640945e-01,-nan
-7.8089044522261130687e-01,-nan
-7.7988994497248631532e-01,-nan
-7.7888944472236121275e-01,-nan
-7.7788894447223611017e-01,-nan
-7.7688844422211111862e-01,-nan
-7.7588794397198601605e-01,-nan
-7.7488744372186091347e-01,-nan
-7.7388694347173592192e-01,-nan
-7.7288644322161081934e-01,-nan
-7.7188594297148571677e-01,-nan
-7.7088544272136072522e-01,-nan
-7.6988494247123562264e-01,-nan
-7.6888444222111052007e-01,-nan
-7.6788394197098552851e-01,-nan
-7.6688344172086042594e-01,-nan
-7.6588294147073532336e-01,-nan
-7.6488244122061033181e-01,-nan
-7.6388194097048522924e-01,-nan
-7.6288144072036023768e-01,-nan
-7.6188094047023513511e-01,-nan
-7.6088044022011003253e-01,-nan
-7.5987993996998504098e-01,-nan
-7.5887943971985993841e-01,-nan
-7.5787893946973494685e-01,-nan
-7.5687843921960984428e-01,-nan
-7.5587793896948474170e-01,-nan
-7.5487743871935975015e-01,-nan
-7.5387693846923464758e-01,-nan
-7.5287643821910954500e-01,-nan
-7.5187593796898455345e-01,-nan
-7.5087543771885945088e-01,-nan
-7.4987493746873434830e-01,-nan
-7.4887443721860935675e-01,-nan
-7.4787393696848425417e-01,-nan
-7.4687343671835915160e-01,-nan
-7.4587293646823416005e-01,-nan
