1s: 2, -4.6837046176409712643e+03
2s: 2, -8.3535678048215311264e+02
3s: 2, -2.2095295859029585017e+02
4s: 2, -6.1499017838941178127e+01
5s: 2, -1.6646944399461695241e+01
6s: 2, -4.8989209284183612425e+00
2p: 6, -8.1218334135071495439e+02
3p: 6, -2.0912964435211560499e+02
4p: 6, -5.5779427794407872909e+01
5p: 6, -1.4256023960536380102e+01
6p: 6, -4.0789750305999321611e+00
3d: 10, -1.8682452839903729114e+02
4d: 10, -4.4978852907815088713e+01
5d: 10, -9.9425637357680507478e+00
6d: 3, -2.7379950865545388261e+00
4f: 14, -2.9761576036303136306e+01
5f: 14, -4.6436896951964730107e+00
-3.4187271371980627009e+04
