1s: 2, -5.0695617279600646725e+03
2s: 2, -9.1192186313799629716e+02
3s: 2, -2.4500145339221367635e+02
4s: 2, -7.0087128640722141881e+01
5s: 2, -1.9543587761747549081e+01
6s: 2, -5.4832892086237823293e+00
2p: 6, -8.8766592300225966028e+02
3p: 6, -2.3253345152786127414e+02
4p: 6, -6.3980851536818065028e+01
5p: 6, -1.6911703047389750054e+01
6p: 6, -4.5203086793475009131e+00
3d: 10, -2.0901336679275968322e+02
4d: 10, -5.2438684666029153902e+01
5d: 10, -1.2120807309550437836e+01
6d: 6, -2.8997405183407991558e+00
4f: 14, -3.6147730992920926951e+01
5f: 14, -6.0379141665547724216e+00
-3.7451502978316741064e+04
