0.0000000000000000000e+00,3.5577509037463994623e+00,6.7966298838304983754e-01
3.4482758620689654694e-02,3.2598131563936250110e+00,4.1279366651041426994e-01
6.8965517241379309388e-02,3.1668632535244145565e+00,2.8204136812413410640e-01
1.0344827586206896408e-01,3.1089770723990604040e+00,1.7054308676825469249e-01
1.3793103448275861878e-01,3.0523941001362513425e+00,1.1207970873941058843e-01
1.7241379310344828735e-01,3.0325452875237748351e+00,6.9740590763199022950e-02
2.0689655172413795592e-01,3.0391909439434234841e+00,4.3723563441238406935e-02
2.4137931034482762449e-01,3.0175998792688702999e+00,7.1336448530108986441e-03
2.7586206896551729306e-01,3.0028452735932784634e+00,0.0000000000000000000e+00
3.1034482758620696163e-01,3.0025906130096631230e+00,0.0000000000000000000e+00
3.4482758620689663021e-01,3.0000472097148946915e+00,0.0000000000000000000e+00
3.7931034482758629878e-01,2.9998132203046798949e+00,0.0000000000000000000e+00
4.1379310344827596735e-01,3.0015353029566558263e+00,0.0000000000000000000e+00
4.4827586206896563592e-01,3.0039025115625777040e+00,0.0000000000000000000e+00
4.8275862068965530449e-01,3.0024463703667048087e+00,0.0000000000000000000e+00
5.1724137931034497306e-01,3.0099499476382320928e+00,0.0000000000000000000e+00
5.5172413793103458612e-01,3.0091077876673382185e+00,0.0000000000000000000e+00
5.8620689655172419918e-01,3.0025240013611722567e+00,0.0000000000000000000e+00
6.2068965517241381225e-01,3.0200150798089100412e+00,0.0000000000000000000e+00
6.5517241379310342531e-01,3.0200956438692529993e+00,0.0000000000000000000e+00
6.8965517241379303837e-01,3.0216306848348790659e+00,0.0000000000000000000e+00
7.2413793103448265143e-01,3.0254647582343645595e+00,0.0000000000000000000e+00
7.5862068965517226449e-01,3.0244910531399260556e+00,3.3333333333333335473e-03
7.9310344827586187755e-01,3.0374183547088806634e+00,3.6142849300457143003e-02
8.2758620689655149061e-01,3.0220792698444878255e+00,6.7193543009892123252e-02
8.6206896551724110367e-01,3.0373638803875917525e+00,9.6233223646167709298e-02
8.9655172413793071673e-01,3.0435524073812714185e+00,1.1374203268800853195e-01
9.3103448275862032979e-01,3.0612087122964011243e+00,1.2899784666592092885e-01
9.6551724137930994285e-01,3.0510660952290655779e+00,1.4998314720142541523e-01
9.9999999999999955591e-01,3.0565819753388652202e+00,1.7697324028727556833e-01
