0.0000000000000000000e+00,1.9999999991431236523e+00,0.0000000000000000000e+00
3.4482758620689654694e-02,1.9999999991431236523e+00,0.0000000000000000000e+00
6.8965517241379309388e-02,1.9999999991431236523e+00,0.0000000000000000000e+00
1.0344827586206896408e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
1.3793103448275861878e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
1.7241379310344828735e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
2.0689655172413795592e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
2.4137931034482762449e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
2.7586206896551729306e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
3.1034482758620696163e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
3.4482758620689663021e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
3.7931034482758629878e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
4.1379310344827596735e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
4.4827586206896563592e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
4.8275862068965530449e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
5.1724137931034497306e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
5.5172413793103458612e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
5.8620689655172419918e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
6.2068965517241381225e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
6.5517241379310342531e-01,-nan,-nan
6.8965517241379303837e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
7.2413793103448265143e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
7.5862068965517226449e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
7.9310344827586187755e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
8.2758620689655149061e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
8.6206896551724110367e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
8.9655172413793071673e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
9.3103448275862032979e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
9.6551724137930994285e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
9.9999999999999955591e-01,1.9999999991431236523e+00,0.0000000000000000000e+00
