1s: 2, -5.6785916632362414020e+03
2s: 2, -1.0345856357006280177e+03
3s: 2, -2.8492466972130273462e+02
4s: 2, -8.5654494202739499542e+01
5s: 2, -2.6254923839893955062e+01
6s: 2, -8.7691750600424960282e+00
7s: 2, -3.4244321873151073454e+00
2p: 6, -1.0086852997283978084e+03
3p: 6, -2.7146387461223605442e+02
4p: 6, -7.8954373603735774623e+01
5p: 6, -2.3266740078863612950e+01
6p: 6, -7.6089872733819907680e+00
3d: 10, -2.4606280945825841400e+02
4d: 10, -6.6269567902646414836e+01
5d: 10, -1.7777711976755067980e+01
6d: 10, -5.6067815968111256453e+00
4f: 14, -4.8319368366402791537e+01
5f: 14, -1.0615982413934803574e+01
6f: 1, -3.3354152343028191652e+00
-4.2995587556655947992e+04
