1s: 2, -5.2684652004939034668e+03
2s: 2, -9.5169996955253679971e+02
3s: 2, -2.5773606071615398605e+02
4s: 2, -7.4862507656172766701e+01
5s: 2, -2.1416136763950373023e+01
6s: 2, -6.2182514281221772379e+00
2p: 6, -9.2689684661199748916e+02
3p: 6, -2.4494012029282174581e+02
4p: 6, -6.8560111538723205626e+01
5p: 6, -1.8665376349341535445e+01
6p: 6, -5.1875979670774485797e+00
3d: 10, -2.2079984003950133342e+02
4d: 10, -5.6641056017605279749e+01
5d: 10, -1.3640991405785165114e+01
6d: 8, -3.4351247889694955795e+00
4f: 14, -3.9803282846224682601e+01
5f: 14, -7.1898592649736245974e+00
-3.9213197084745399479e+04
