0.0000000000000000000e+00,0.0000000000000000000e+00,1.9999999991431236523e+00
1.0000000000000000000e+00,3.9009663000588856718e-01,3.0002923099630200987e+00
2.0000000000000000000e+00,4.5587471748801278171e-01,3.7226568915561086826e+00
3.0000000000000000000e+00,5.2786404500042061194e-01,4.3250461864424805114e+00
4.0000000000000000000e+00,6.1803398874989490253e-01,4.8657246920197341211e+00
5.0000000000000000000e+00,6.1803398874989490253e-01,5.3508889006575319769e+00
6.0000000000000000000e+00,6.1803398874989490253e-01,5.8034263051715369031e+00
7.0000000000000000000e+00,6.3090957266424707583e-01,6.2337352272398875996e+00
8.0000000000000000000e+00,6.5868708252881169596e-01,6.6445063214886443959e+00
9.0000000000000000000e+00,6.4846401477581649964e-01,7.0375366324390729034e+00
1.0000000000000000000e+01,6.7376207875073612641e-01,7.4156483766325091977e+00
