1s: 2, -5.3700158912492652235e+03
2s: 2, -9.7258498753715014118e+02
3s: 2, -2.6495214582299456652e+02
4s: 2, -7.8115017240015063749e+01
5s: 2, -2.3300618984595757865e+01
6s: 2, -7.6618678801245128085e+00
2p: 6, -9.4750148871928251992e+02
3p: 6, -2.5198581328949836688e+02
4p: 6, -7.1712081465484288856e+01
5p: 6, -2.0493728919683196210e+01
6p: 6, -6.6048862686347931117e+00
3d: 10, -2.2751955936967868865e+02
4d: 10, -5.9597722466120835350e+01
5d: 10, -1.5360106301655065408e+01
6d: 10, -4.8017090757243829913e+00
4f: 14, -4.2470656134912886159e+01
5f: 14, -8.7408027866282242968e+00
-4.0296021600210151519e+04
