0.0000000000000000000e+00,6.4957649185446246776e+00,1.8244938567540680552e+00
1.0000000000000000000e+00,3.8374490097183828752e+00,3.0231109804305894562e-01
6.1803398874989490253e-01,3.7425024311277073075e+00,0.0000000000000000000e+00
3.8196601125010520850e-01,3.7310350439916071252e+00,1.0332540292149307304e-01
2.3606797749978974954e-01,3.8344240055298333125e+00,2.7646930711704287287e-01
4.7213595499957944357e-01,3.7232537540022723199e+00,4.2805438387610930673e-02
5.2786404500042061194e-01,3.7275766831376535571e+00,1.8030067479999439817e-02
4.3769410125094643238e-01,3.7233615341027204160e+00,6.2772516987045293146e-02
4.1640786499873827520e-01,3.7255010273808832899e+00,7.5967280968702421973e-02
4.5084971874737128639e-01,3.7233540727285685534e+00,5.4094824151669079759e-02
4.5898033750315464507e-01,3.7229901393460460568e+00,4.9410693849273830403e-02
4.6400533624379614039e-01,3.7234765313300175471e+00,4.6530157484749132268e-02
4.5587471748801278171e-01,3.7235604232218784126e+00,5.0480744403738293802e-02
4.6089971622865427703e-01,3.7232400944283101651e+00,4.7575086851091394347e-02
4.6208595751829650844e-01,3.7230578501884479259e+00,4.7922101141099585075e-02
4.6281909495415390898e-01,3.7233690059156008267e+00,4.7348002421784739224e-02
4.6163285366451167757e-01,3.7228940426095546989e+00,4.8200103734328203497e-02
4.6135282008243910790e-01,3.7231868606908364860e+00,4.7658798884477888980e-02
4.6180592393622393876e-01,3.7232615425099675477e+00,4.8285608622031468695e-02
4.6152589035415131358e-01,3.7232164300338133067e+00,4.8607555425514301084e-02
4.6145978339279941638e-01,3.7230219958855292894e+00,4.8502863603892269750e-02
4.6141892704379100509e-01,3.7232573665784345351e+00,4.7868163857736505118e-02
4.6148503400514284678e-01,3.7238949472456983614e+00,4.6778437577822351567e-02
4.6144417765613443549e-01,3.7231904233525727754e+00,4.7409855984219616276e-02
4.6143453278045598598e-01,3.7233098613182922243e+00,4.7360027683925838560e-02
4.6145013851712096686e-01,3.7239292409991375798e+00,4.6422276740566890962e-02
4.6144049364144251735e-01,3.7231094413565171131e+00,4.7544423671154349698e-02
4.6143821679514784861e-01,3.7235563400302376103e+00,4.7276374179451997881e-02
4.6144190080983976676e-01,3.7237146922209070077e+00,4.7192278087745571924e-02
4.6143962396354509803e-01,3.7233418317349302740e+00,4.8249928036791470132e-02
