1s: 2, -4.7788540886226919611e+03
2s: 2, -8.5430962484762108033e+02
3s: 2, -2.2699253907790412654e+02
4s: 2, -6.3761979640711658135e+01
5s: 2, -1.7543185480329480441e+01
6s: 2, -5.2629214223604172673e+00
2p: 6, -8.3086504612750331944e+02
3p: 6, -2.1500741073952721649e+02
4p: 6, -5.7945755198977650480e+01
5p: 6, -1.5093079413458220017e+01
6p: 6, -4.4089864010022914442e+00
3d: 10, -1.9239652599633700447e+02
4d: 10, -4.6959229025073113917e+01
5d: 10, -1.0662197667085168362e+01
6d: 4, -3.0010593501442626163e+00
4f: 14, -3.1470894720711243053e+01
5f: 14, -5.1686683959654615705e+00
-3.5025935747272444132e+04
