1s: 2, -4.3124129073455596881e+03
2s: 2, -7.6137842416890680397e+02
3s: 2, -1.9730933764835742750e+02
4s: 2, -5.2563007787818335714e+01
5s: 2, -1.3057774250163397767e+01
6s: 2, -3.4263522070618339654e+00
2p: 6, -7.3928064033594262128e+02
3p: 6, -1.8612520678124411688e+02
4p: 6, -4.7225713536259299019e+01
5p: 6, -1.0906557837658800381e+01
6p: 6, -2.7509814364867746228e+00
3d: 10, -1.6502584726933230286e+02
4d: 10, -3.7161483709320066282e+01
5d: 10, -7.0768916310386176249e+00
4f: 14, -2.3016294702513228287e+01
5f: 13, -2.6126952810236669933e+00
-3.0859449631457417127e+04
