1s: 2, -6.2073649733876272876e+03
2s: 2, -1.1371162924590778402e+03
3s: 2, -3.1415126290450274382e+02
4s: 2, -9.2863524361112013139e+01
5s: 2, -2.5136492037346478412e+01
6s: 2, -5.4246269992195150778e+00
7s: 2, -9.0350655042625271918e-01
2p: 6, -1.1099254810723705305e+03
3p: 6, -2.9990713698840323786e+02
4p: 6, -8.5678319603605615384e+01
5p: 6, -2.1866138254747816916e+01
6p: 6, -4.2072900158452561925e+00
7p: 5, -5.9475116557349494428e-01
3d: 10, -2.7305747098627784908e+02
4d: 10, -7.2074225167733786179e+01
5d: 10, -1.5838086559001794740e+01
6d: 10, -2.1567234944772217808e+00
4f: 14, -5.2798760129311730793e+01
5f: 14, -7.8935119676504985620e+00
-4.6287607142249493336e+04
