1s: 2, -3.6198744172937213079e+03
2s: 2, -6.2747691622599040784e+02
3s: 2, -1.5718228523837839816e+02
4s: 2, -3.8831968070796058612e+01
5s: 2, -7.8850595770814582153e+00
6s: 2, -1.0711875863900999217e+00
2p: 6, -6.0753170757613531805e+02
3p: 6, -1.4730072132603470436e+02
4p: 6, -3.4252183395804976840e+01
5p: 6, -6.1373363936498375182e+00
6p: 6, -6.5341013864268371325e-01
3d: 10, -1.2868897901533449613e+02
4d: 10, -2.5666576686418562048e+01
5d: 10, -3.0976375388623047513e+00
6d: 4, -1.7042531331759866453e-01
4f: 14, -1.3736497289664681531e+01
-2.4726527575539526879e+04
