1s: 2, -2.8471915492495950275e+03
2s: 2, -4.8635329871211700947e+02
3s: 2, -1.2252046379617080163e+02
4s: 2, -3.3763619391500185429e+01
5s: 2, -1.0950154449936219336e+01
6s: 2, -4.3539784048512348846e+00
2p: 6, -4.6890160676184336808e+02
3p: 6, -1.1408748823884202750e+02
4p: 6, -3.0060967378340169631e+01
5p: 6, -9.5504466102714395959e+00
3d: 10, -9.8142713139914462772e+01
4d: 10, -2.3186553317897818260e+01
5d: 10, -7.1224367528031082841e+00
4f: 14, -1.3881306647396653986e+01
5f: 1, -4.3426330492566842523e+00
-2.0115314720216174464e+04
