1s: 2, -2.8464421932173431742e+03
2s: 2, -4.8559542791280324536e+02
3s: 2, -1.2168502982706354487e+02
4s: 2, -3.2765695320735645168e+01
5s: 2, -9.7571667384991407346e+00
6s: 2, -3.1385507036153823535e+00
2p: 6, -4.6814775993809030297e+02
3p: 6, -1.1325997811121503389e+02
4p: 6, -2.9062791899461906553e+01
5p: 6, -8.3496419711793326002e+00
3d: 10, -9.7337493733448198441e+01
4d: 10, -2.2190371286420756292e+01
5d: 10, -5.9046751003793556123e+00
4f: 14, -1.2893812940220410468e+01
-1.9962354050988909876e+04
